IMMR_code,Disease,live_m_17-49,live_m_50-69,live_m_70+,live_m_NA,live_m_Total,year
051,Malaignant neoplasm of oesophagus (C15),341,1706,550,2,2603,2013
052,Malignant neoplasm of stomach (C16),152,538,129,0,825,2013
053,Malignant neoplasm of colon (C18),395,1088,253,0,1737,2013
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",595,1479,455,1,2535,2013
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),52,439,153,0,673,2013
056,Malignant neoplasm of pancreas (C25),88,201,55,0,347,2013
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",59,143,32,0,234,2013
058,Malignant neoplasm of larnyx (C32),172,856,201,0,1239,2013
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",466,2427,701,1,3625,2013
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",125,90,27,0,251,2013
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",310,133,55,2,683,2013
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",118,316,139,0,583,2013
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",233,240,81,0,659,2013
064,Malignant neoplasm of breast (C50),41,79,38,0,159,2013
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2013
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2013
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2013
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2013
069,Malignant neoplasm of prostate (C61),83,809,855,1,1751,2013
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",191,159,67,1,442,2013
071,Malignant neoplasm of bladder (C67),126,892,564,0,1588,2013
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",75,215,62,0,414,2013
073,Malignant neoplasm of eye and adnexa (C69),6,20,4,0,167,2013
074,Malignant neoplasm of brain(C71),288,225,50,1,721,2013
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",14,22,1,0,39,2013
076,Malignant neoplasm of thyroid gland (C73),145,205,62,0,422,2013
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",288,732,189,0,1399,2013
078,Hodgkin's disease (C81),404,260,29,1,772,2013
079,Leukaemia (C91-C95),960,681,189,0,3949,2013
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",782,1627,488,0,3094,2013
